Time,V_sec,V_PV,V_L1,V_L2,I_sec,I_PV,I_L1,I_L2,I_battery,P_PV,P_L1,P_L2,battery_soc,battery_ah
1.5050998867381e-06,242.830075959324-148.177989164481i,241.580247082671-147.941048054317i,239.080561167131-147.467160691493i,238.455617807645-147.348684712347i,-10.1609449281844+6.19999709489431i,0.000241580247082377-0.000147941048054139i,5.08070838406229-3.10014158879175i,5.08070775911893-3.10014147031577i,0.000712795243931059-0.00043390526126852i,-0.0401237847399184,835.933844714446,834.162537837015,80,2.4646321478431e-14
1.66007556634144e-06,242.829452256329-148.178861464428i,241.528493371982-147.932220828224i,238.926527550302-147.438930649831i,238.276009245477-147.315603025i,-10.5766042002813+6.45369220918836i,0.000241528493371676-0.000147932220828038i,5.288618874426-3.22703844826084i,5.2886182239077-3.22703832493321i,0.000874426545728122-0.000532496226514254i,-0.0401099775348043,869.69122059053,867.771970818976,80,3.20237882218563e-14
1.84747431870355e-06,242.828815678564-148.179751733384i,241.475672984985-147.923210586594i,238.769314527445-147.410114651475i,238.092691813269-147.281834402633i,-11.0008267597385+6.71262545220882i,0.000241475672984668-0.000147923210586401i,5.50083184743013-3.3565670886093i,5.50083117080741-3.35656696032906i,0.00107773417198321-0.000656519940129671i,-0.0400958884368461,904.110894454448,902.034519940205,80,4.2519081426083e-14
2.03487307106565e-06,242.828288499141-148.180488971105i,241.431931530335-147.9157480398i,238.639118607239-147.386247628327i,237.940875801181-147.253865032788i,-11.3521291480628+6.9270611776628i,0.000241431931530007-0.000147915748039601i,5.6765883835548-3.46384920390721i,5.676587685312-3.46384907152462i,0.00128835273554399-0.000785013517075068i,-0.0400842230402667,932.58989253093,930.378704538785,80,5.47975059224708e-14
2.22227182342776e-06,242.827852037451-148.181099314837i,241.39571844697-147.909569034962i,238.531325621127-147.366484876622i,237.81518117725-147.230705081291i,-11.6429657552097+7.10459748118095i,0.000241395718446634-0.000147909569034758i,5.82211505426279-3.55268346021329i,5.82211433811835-3.5526833244335i,0.00150503288989233-0.000917213034878694i,-0.0400745667482628,956.151647611484,953.825623470585,80,6.89166639258931e-14
2.40967057578986e-06,242.827490661999-148.181604634603i,241.3657363061-147.904452513533i,238.442074674093-147.350119505236i,237.711106212095-147.211526204992i,-11.8837576663628+7.2515923050396i,0.000241365736305756-0.000147904452513324i,5.94262188041905-3.62624850923142i,5.94262114945059-3.62624837063812i,0.00172672924313225-0.00105247928246122i,-0.0400665728678998,975.649620680856,973.226302137645,80,8.49247472579005e-14
2.64576811140253e-06,242.827121185038-148.182121256207i,241.335083185154-147.899220716668i,238.350819198194-147.333384226364i,237.604691383013-147.191913393805i,-12.129935691209+7.40188341866972i,0.000241335083184803-0.000147899220716455i,6.06585343523128-3.70148103068108i,6.06585268910347-3.70148088921025i,0.00201176820892532-0.00122640044232634i,-0.0400584009322333,995.576431161745,993.051555321354,80,1.07846796681005e-13
2.88186564701519e-06,242.826830128968-148.182528201007i,241.310937227846-147.895098832308i,238.278927728493-147.320197915638i,237.520854609546-147.176459284045i,-12.3238516387773+7.52027630021874i,0.00024131093722749-0.000147895098832092i,6.16295656464379-3.76076603572873i,6.16295580657067-3.7607658919901i,0.00230204337442554-0.00140352259892094i,-0.0400519643421408,1011.26973927928,1008.66336913842,80,1.3389269135729e-13
3.11796318262785e-06,242.826600992678-148.182848552079i,241.291928986125-147.891853426463i,238.222325058555-147.309814130851i,237.454844279642-147.16428918791i,-12.4765047013303+7.61348271819228i,0.000241291928985765-0.000147891853426244i,6.23943031408816-3.8074590714685i,6.23942954660738-3.80745892594356i,0.00259645129420557-0.00158317107320771i,-0.0400468976518201,1023.62384229588,1020.95237891605,79.9999999999999,1.63113261524799e-13
3.41010518193204e-06,242.826382622322-148.183153831631i,241.273814719203-147.888760080712i,238.168373650269-147.299914937707i,237.391922250317-147.152686383397i,-12.6219763812377+7.7023105025294i,0.000241273814718838-0.00014788876008049i,6.31235048773607-3.8519854409782i,6.31234971128468-3.85198529374965i,0.00296509159780739-0.00180812095853284i,-0.0400420695136229,1035.39968868598,1032.66540788135,79.9999999999999,2.03727965939358e-13
3.70224718123623e-06,242.826220424049-148.183380565767i,241.260360808162-147.886462073726i,238.128290505723-147.292558763784i,237.345170346414-147.144063496327i,-12.7300200448032+7.76828941531214i,0.000241260360807794-0.000147886462073503i,6.36655852190053-3.88508851840303i,6.36655773878038-3.88508836990777i,0.00333747623856766-0.00203535946073766i,-0.0400384836809232,1044.1511630621,1041.36971041083,79.9999999999999,2.4932234482389e-13
4.05290500802768e-06,242.826079067107-148.183578150134i,241.248636335877-147.88445900165i,238.093344383545-147.286143871244i,237.304404957841-147.136543021567i,-12.8241735989147+7.82579103342321i,0.000241248636335507-0.000147884459001425i,6.41386056950504-3.91397679113153i,6.41385978056562-3.91397664153068i,0.00378799979229768-0.00231028369799446i,-0.0400353588740042,1051.78603108526,1048.96308560607,79.9999999999999,3.10689028178966e-13
4.40356283481912e-06,242.82598053132-148.183715867268i,241.240464128399-147.883062437745i,238.068969063979-147.281668170882i,237.275964918692-147.131294893352i,-12.8897993322117+7.86587416240832i,0.000241240464128026-0.000147883062437519i,6.44690012733277-3.93415668863314i,6.44689933432862-3.93415653825987i,0.00424136991379091-0.00258694754712963i,-0.040033180844364,1057.11801346004,1054.26590303691,79.9999999999999,3.79347090568958e-13
4.83102425409885e-06,242.82589913461-148.183829618751i,241.233713879991-147.881908543707i,238.048812813495-147.277966035127i,237.252440093526-147.126952459378i,-12.9440050908798+7.89898570720244i,0.000241233713879617-0.00014788190854348i,6.47428063028627-3.95088187650565i,6.47427983391355-3.95088172549208i,0.00479660703390984-0.00292577670383258i,-0.0400313817933695,1061.53633233893,1058.6599381217,79.9999999999998,4.72963724983456e-13
5.25848567337857e-06,242.825847141794-148.183902269413i,241.229402501236-147.881171291386i,238.035914125815-147.275595980623i,237.237377444678-147.124170955197i,-12.9786253736277+7.92013627614708i,0.000241229402500861-0.000147881171291158i,6.49186936422481-3.96162716927488i,6.49186856568813-3.96162701784985i,0.00535378568769494-0.00326579214893466i,-0.0400302327267457,1064.37453045331,1061.48248193713,79.9999999999998,5.77520261262486e-13
5.80414919626107e-06,242.825806487941-148.183959068287i,241.226031714025-147.880594661551i,238.025795376161-147.273735863934i,237.225549780737-147.121985809375i,-13.0056919701883+7.93667442974932i,0.000241226031713649-0.000147880594661323i,6.50575913219242-3.97011377938555i,6.50575833194682-3.9701136276355i,0.00606671998268038-0.00370085786639468i,-0.0400293343269126,1066.61599003041,1063.71154891165,79.9999999999998,7.26936349369604e-13
6.48248639813571e-06,242.825779709266-148.183996474491i,241.223811694651-147.880214682073i,238.019079668916-147.272500404396i,237.217682850074-147.120531302608i,-13.0235174692398+7.94756834139469i,0.000241223811694275-0.000147880214681844i,6.51511578936581-3.97583162807479i,6.51511498796899-3.97583147610569i,0.00695453190671178-0.00424264300048102i,-0.040028742611394,1068.12626458736,1065.21346004105,79.9999999999997,9.37666997585736e-13
7.32681847012452e-06,242.825765366792-148.184016502566i,241.222622950787-147.880011030237i,238.01540604666-147.271823588693i,237.213353989409-147.119729744904i,-13.0330617715199+7.95340325769996i,0.00024122262295041-0.000147880011030008i,6.52044106716328-3.97908663036395i,6.52044026511123-3.97908647827011i,0.00806078337757029-0.0049177309451417i,-0.0400284257427178,1068.98638623763,1066.06881604466,79.9999999999996,1.23870528114283e-12
8.40377139999661e-06,242.825760208462-148.184023699527i,241.222195688094-147.879937653084i,238.013960918625-147.27155613266i,237.21161098092-147.11940553648i,-13.0364916024257+7.9555020146245i,0.000241222195687717-0.000147879937652855i,6.52286187041876-3.98056677554365i,6.52286106806882-3.98056662339306i,0.00947255825757503-0.00577926424986322i,-0.0400283118263702,1069.37822681386,1066.45848874663,79.9999999999994,1.68507944011857e-12
9.85186934976464e-06,242.825760863944-148.184022775746i,241.222250388664-147.879946779694i,238.013890173705-147.271541074435i,237.211450490713-147.11937336064i,-13.036051577925+7.95523562537753i,0.000241222250388287-0.000147879946779465i,6.52359114528316-3.98101288181727i,6.52359034284348-3.98101272964955i,0.0113711324520323-0.00693786603606895i,-0.0400283263710059,1069.49760426699,1066.57721287994,79.9999999999992,2.39558727457503e-12
1.19576335501002e-05,242.825764978553-148.184017020364i,241.222591844826-147.880004997194i,238.014566749816-147.271662845965i,237.212125956003-147.119494922748i,-13.0333091015348+7.95356200732399i,0.000241222591844449-0.000147880004996965i,6.52360017995866-3.98101838202491i,6.52359937751787-3.98101822985698i,0.0141316785335999-0.00862248456289835i,-0.0400284173470905,1069.50153371152,1066.58113424054,79.9999999999988,3.65452802442888e-12
1.53700757617671e-05,242.825771999438-148.184007202789i,241.223174349417-147.880104399821i,238.015750101207-147.271876369064i,237.213321988908-147.119710895987i,-13.0286308927356+7.95070616213205i,0.00024122317434904-0.000147880104399592i,6.52349723271039-3.98095507042372i,6.52349643028228-3.98095491825825i,0.0186039934314479-0.0113517066543198i,-0.0400285725601932,1069.48890504448,1066.56859793708,79.9999999999979,6.26259182538491e-12
2.18192047535733e-05,242.825784701274-148.183989440436i,241.224228226755-147.880284215268i,238.017847183907-147.27225428599i,237.215420086482-147.120089074764i,-13.0201669092948+7.94553953754243i,0.000241224228226378-0.000147880284215039i,6.52348921116249-3.98094942786659i,6.52348840873539-3.98094927570138i,0.0270519348313054-0.0165070463097584i,-0.0400288533715285,1069.49512730439,1066.57482767538,79.9999999999956,1.31087613110967e-11
3.68907693231838e-05,242.825814208384-148.183948176368i,241.226676493188-147.880701914045i,238.022707120537-147.273129895279i,237.220276478417-147.120964157909i,-13.0005040903337+7.93353720096139i,0.000241226676492811-0.000147880701913816i,6.52351851050794-3.98096573488559i,6.5235177080773-3.98096558271985i,0.0467733549280214-0.0285419973459643i,-0.0400295057252076,1069.51740980225,1066.59708456557,79.9999999999871,3.8876066546463e-11
8.0198796783861e-05,242.825898964857-148.18382964923i,241.233708909048-147.881901718046i,238.0366846064-147.275648386437i,237.234252669206-147.123482827145i,-12.9440244975408+7.89906158468647i,0.00024123370890867-0.000147881901717816i,6.52353043746271-3.98096845043848i,6.52352963503078-3.98096829827293i,0.103276808661576-0.0630230459266568i,-0.0400313795848178,1069.56963350342,1066.64929939915,79.9999999999371,1.88846838127066e-10
0.000224011345474566,242.826177873779-148.183439609369i,241.256850611898-147.885849892412i,238.082687571771-147.283937281i,237.28025486762-147.131772974917i,-12.7581658933543+7.78561239921783i,0.000241256850611518-0.000147885849892182i,6.52354128916817-3.98096000926834i,6.52354048673546-3.98095985710403i,0.28915713939996-0.176455353004433i,-0.0400375462827235,1069.73685346691,1066.81651562476,79.9999999995041,1.48779112527549e-09
0.000514314123977713,242.82672888214-148.182669044499i,241.302569365771-147.89364967959i,238.173578039863-147.300313705527i,237.371147317586-147.148152542539i,-12.3909828095794+7.56148411705274i,0.000241302569365388-0.000147893649679357i,6.52353431115225-3.98092594752345i,6.52353350872153-3.98092579536229i,0.656326312863758-0.400515519482677i,-0.0400497307989726,1070.06257463081,1067.14225486322,79.9999999974017,7.79496892146156e-09
0.000804616902480861,242.827264008433-148.181920679674i,241.346970798485-147.901224425263i,238.261847401703-147.316217240168i,237.459417488373-147.164058916846i,-12.0343785510247+7.34381637355291i,0.000241346970798098-0.000147901224425028i,6.52353660131887-3.98089841408983i,6.52353579888896-3.98089826193151i,1.01293519615397-0.618128203692853i,-0.0400615662499843,1070.38038890198,1067.46007856479,79.9999999936884,1.89348973063253e-08
0.00109491968098401,242.82778367481-148.18119392534i,241.390089901618-147.908580122565i,238.347563327777-147.331660104321i,237.545132105202-147.179504139026i,-11.688072168704+7.132437426554i,0.000241390089901228-0.000147908580122328i,6.52355584779142-3.9808820894352i,6.5235550453602-3.98088193727923i,1.35928011453756-0.829474508740556i,-0.0400730617882276,1070.6918037349,1067.77148730521,79.9999999884094,3.47719270807223e-08
0.00138522245948716,242.828288402919-148.180488053066i,241.431969910433-147.91572417865i,238.43081806363-147.346659047145i,237.628386561951-147.194505561447i,-11.3517165319144+6.92713505502303i,0.00024143196991004-0.000147915724178411i,6.52356647601773-3.9808613000772i,6.52356567358622-3.98086114792372i,1.69565704965947-1.03473530870207i,-0.0400842287769982,1070.99295213291,1068.07263701131,79.9999999816098,5.51705733921975e-08
0.0016755252379903,242.828778600683-148.179802493079i,241.472644640987-147.922662382652i,238.511676820794-147.361225836831i,237.709245063821-147.209074762376i,-11.02504012085+6.7277433093324i,0.000241472644640591-0.000147922662382411i,6.52357667015739-3.98084103061738i,6.52357586772564-3.98084087846631i,2.02235388967763-1.23408652241368i,-0.0400950760780766,1071.28541230079,1068.36509856445,79.9999999733336,7.9999055137774e-08
0.00196582801649345,242.82925468675-148.179136660634i,241.512148798066-147.929400676065i,238.590208549835-147.375372937605i,237.787776541195-147.223224204286i,-10.7077642805559+6.53409187664871i,0.000241512148797666-0.000147929400675822i,6.52358660112486-3.98082136301985i,6.52358579869285-3.98082121087111i,2.33964963141061-1.42769862664292i,-0.0401056128006532,1071.56946031416,1068.64914789607,79.9999999636235,1.09129663865667e-07
0.0022561307949966,242.829717067776-148.178489987707i,241.550516093613-147.935944829657i,238.666480277659-147.389112464951i,237.864048025817-147.236966005623i,-10.3996183253174+6.34601532294169i,0.000241550516093211-0.000147935944829412i,6.52359623635565-3.98080225538505i,6.5235954339234-3.98080210323859i,2.6478148954777-1.61573697162678i,-0.0401158477988004,1071.84533190163,1068.9250207727,79.9999999525205,1.42438527089173e-07
0.00254643357349975,242.8301661384-148.177861923037i,241.587779244353-147.942300443074i,238.740557041693-147.402456173117i,237.938124554422-147.250311922482i,-10.1003395578109+6.16335310456944i,0.000241587779243948-0.000147942300442828i,6.52360558800525-3.98078369382647i,6.52360478557276-3.98078354168222i,2.94711240354639-1.7983620732397i,-0.0401257896702363,1072.1132629823,1069.19295311101,79.9999999400649,1.79805389685659e-07
0.0028367363520029,242.830602281867-148.17725193125i,241.623970023691-147.948472953793i,238.812502004998-147.415415476175i,238.010069289813-147.263273370807i,-9.80967285256708+5.98594931299845i,0.000241623970023283-0.000147948472953545i,6.52361466449395-3.98076566278716i,6.52361386206124-3.98076551064506i,3.23779729795813-1.97572980890672i,-0.0401354467696167,1072.37348211868,1069.45317347419,79.9999999262955,2.2111346746207e-07
0.00312703913050604,242.831025870386-148.176659492368i,241.659119290899-147.954467642173i,238.882376513487-147.428001458472i,238.079943577693-147.275861436773i,-9.52737042185891+5.81365253109359i,0.000241659119290488-0.000147954467641924i,6.52362347370749-3.98074814697892i,6.52362267127456-3.9807479948389i,3.52011738224243-2.14799156519186i,-0.0401448272157978,1072.62621124852,1069.70590380091,79.9999999112502,2.66249336926051e-07
0.00341734190900919,242.831437265445-148.176084101367i,241.693257017582-147.960289636045i,238.950240148464-147.440224884238i,238.147806999155-147.288086886383i,-9.25319160337567+5.64631570274609i,0.000241693257017169-0.000147960289635794i,6.5236320233388-3.98073113157425i,6.52363122090566-3.98073097943625i,3.7943133341258-2.31529436855404i,-0.0401539388984062,1072.87166593001,1069.95135965021,79.9999998949657,3.15102837653417e-07
0.00370764468751234,242.831836818123-148.175525267746i,241.726412313067-147.965943915108i,239.016150777098-147.452096206818i,238.213717421163-147.299960174701i,-8.98690265655883+5.48379600783202i,0.000241726412312651-0.000147965943914855i,6.52364032085883-3.98071460217192i,6.52363951842547-3.98071445003589i,4.06061890913778-2.4777810103197i,-0.0401627894841488,1073.11005551864,1070.18975037844,79.9999998774777,3.67566978967929e-07
0.00399794746601549,242.832224869386-148.174982515112i,241.758613449101-147.971435315209i,239.080164601527-147.463625577642i,238.277731045658-147.311491454832i,-8.72827656442566+5.32595474056379i,0.000241758613448683-0.000147971435314955i,6.52364837352321-3.98069854478497i,6.52364757108966-3.98069839265084i,4.31926113880065-2.63559016830733i,-0.0401713864229681,1073.34158334502,1070.42127931701,79.9999998588207,4.2353784910868e-07
0.00428825024451864,242.832601750379-148.174455380775i,241.78988788392-147.976768532508i,239.142336206691-147.474822854967i,238.339902457387-147.322690586656i,-8.4770928405363+5.17265719102157i,0.000241789887883499-0.000147976768532252i,6.52365618837881-3.98068294582897i,6.52365538594506-3.9806827936967i,4.57046052367545-2.78885652527263i,-0.0401797369540511,1073.56644688803,1070.64614394558,79.9999998390285,4.82914526759789e-07
0.00457855302302178,242.832967782708-148.173943415355i,241.820262285636-147.981948127525i,239.20271860684-147.485697612367i,238.400284670413-147.333567145323i,-8.23313734127295+5.0237725299653i,0.000241820262285213-0.000147981948127268i,6.52366377226967-3.98066779211045i,6.52366296983573-3.98066763997999i,4.81443122109473-2.93771088407326i,-0.0401878481116854,1073.78483794317,1070.86453606044,79.9999998181337,5.45598995019493e-07
0.00494016646038382,242.833409063181-148.17332619483i,241.856881271518-147.988192396897i,239.27551485299-147.498807714481i,238.473080692007-147.346679419217i,-7.93902711693926+4.84428068838309i,0.000241856881271092-0.000147988192396638i,6.5236729068703-3.98064951786292i,6.52367210443614-3.98064936573463i,5.10855975124847-3.11716618340685i,-0.0401976280535725,1074.04812566895,1071.1278250713,79.9999997906157,6.28152852193013e-07
0.00530177989774586,242.833834577361-148.1727310201i,241.892192205263-147.994213427348i,239.34571077936-147.511449138262i,238.543276402994-147.359322937415i,-7.65542203452034+4.67120203915683i,0.000241892192204834-0.000147994213427087i,6.52368170580276-3.9806318906928i,6.52368090336838-3.9806317385666i,5.39218246684301-3.29020958431599i,-0.0402070599288524,1074.30200672787,1071.38170737775,79.9999997614953,7.15514026658504e-07
0.00566339333510789,242.834244885523-148.172157108203i,241.926241549644-148.000019161819i,239.41339875058-147.523638558047i,238.610964167679-147.371514377004i,-7.3819489911154+4.50430866679211i,0.000241926241549212-0.000148000019161557i,6.52369018099097-3.98061488761396i,6.52368937855639-3.98061473548978i,5.66567249467351-3.4570689563308i,-0.0402161560110461,1074.54681527299,1071.62651713417,79.9999997308294,8.07511749528893e-07
0.00602500677246993,242.834640532026-148.17160369838i,241.959074449458-148.005617316856i,239.478668511254-147.535392173026i,238.676233730348-147.383269939844i,-7.11824546366882+4.34337913026277i,0.000241959074449024-0.000148005617316592i,6.52369834402059-3.98059848629244i,6.52369754158581-3.9805983341702i,5.92939238101203-3.61796569581719i,-0.0402249282328189,1074.78287597682,1071.86257901437,79.9999996986733,9.03980096786471e-07
0.00647223609346448,242.835110412046-148.170946447314i,241.998067969674-148.012265675622i,239.556185208748-147.549350768158i,238.753750194268-147.397230848622i,-6.8050610516559+4.15225528995482i,0.000241998067969237-0.000148012265675357i,6.52370802583546-3.98057899966849i,6.52370722340045-3.98057884754857i,6.24259619564798-3.80905056952793i,-0.0402353478456705,1075.06322758364,1072.14293202978,79.999999656928,1.02921609798827e-06
0.00691946541445903,242.835559616081-148.170318109703i,242.035345994297-148.018621331445i,239.630291614912-147.562694841065i,238.82785637889-147.410577133716i,-6.50565426293705+3.96954165526399i,0.000242035345993857-0.000148018621331177i,6.52371726742973-3.98056036167078i,6.52371646499449-3.98056020955308i,6.54202150483316-3.9917269345812i,-0.0402453104856472,1075.33124257654,1072.41094838201,79.9999996130811,1.16075678610885e-06
0.00736669473545357,242.835989049253-148.169717420456i,242.070983593521-148.024697111369i,239.701136963976-147.575451319807i,238.898701517915-147.423335727628i,-6.21942225080811+3.79487003696797i,0.000242070983593079-0.0001480246971111i,6.5237260880686-3.98054253516122i,6.52372528563316-3.98054238304563i,6.82827119387725-4.16636290593599i,-0.0402548360263502,1075.58746083785,1072.66716795557,79.9999995672246,1.29832625352511e-06
0.00781392405644812,242.836399583266-148.169143161123i,242.105053068997-148.030505367614i,239.768864986524-147.587646135823i,238.966429341421-147.435532566073i,-5.9457843951386+3.62788583973838i,0.000242105053068552-0.000148030505367343i,6.5237345063067-3.98052548437155i,6.52373370387106-3.98052533225798i,7.10192592009224-4.33331300739651i,-0.0402639436203926,1075.83240233632,1072.91211072127,79.9999995194471,1.44165876921931e-06
0.00836626365746736,242.836881846251-148.168468558867i,242.145075540212-148.037328284985i,239.848427207473-147.601971324567i,239.045991330954-147.449860131078i,-5.62433274464991+3.43172622600067i,0.000242145075539763-0.000148037328284713i,6.5237443759126-3.98050544238111i,6.52374357347673-3.98050529026991i,7.42339734981496-4.52943254397863i,-0.0402746440869912,1076.12013911493,1073.199849006,79.9999994579242,1.62622749261719e-06
0.0089186032584866,242.837338034565-148.167830422923i,242.182934439461-148.043782142332i,239.923688389275-147.615521671079i,239.121252296512-147.463412725894i,-5.32025766987723+3.2461726903469i,0.00024218293443901-0.000148043782142058i,6.52375369032097-3.98048647066142i,6.52375288788488-3.98048631855248i,7.72749109126305-4.71494814264914i,-0.0402847675822823,1076.39231719815,1073.47202853325,79.9999993937508,1.81874757272076e-06
0.00947094285950584,242.837769550655-148.167226792723i,242.218746100774-148.04988680706i,239.994879795918-147.628338884493i,239.192443501269-147.476232066537i,-5.03262492211248+3.07065474959654i,0.000242218746100319-0.000148049886806784i,6.52376247938589-3.98046851166191i,6.52376167694959-3.98046835955509i,8.0151414529691-4.89043017150726i,-0.0402943449730317,1076.64977320801,1073.72948592838,79.9999993270695,2.01879145137007e-06
0.0100232824605251,242.838177731227-148.166655799516i,242.252621408863-148.05566121325i,240.062221858582-147.640462714843i,239.259785375625-147.488357909597i,-4.7605440054293+2.90462866634879i,0.000242252621408406-0.000148055661212972i,6.52377077156286-3.98045151052807i,6.52376996912637-3.98045135842327i,8.28723898788134-5.05642225826377i,-0.0403034056983035,1076.89330457291,1073.973018623,79.9999992580161,2.22595160002095e-06
0.0107069756398245,242.838652682991-148.165991394345i,242.292038453392-148.062380051337i,240.140580569233-147.654569480748i,239.338143870818-147.502467018165i,-4.44395202965782+2.71144387051012i,0.000242292038452932-0.000148062380051057i,6.5237803905462-3.98043171003841i,6.5237795881095-3.98043155793595i,8.60385024103633-5.24956745984429i,-0.0403139501421069,1077.17667049259,1074.25638611649,79.9999991694609,2.49161722803025e-06
